release_date,region,issue,epiweek,lag,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,wili,ili,date,location,location_name
2018-10-05,MD,201839,201733,58,33,3596,23,,,,,,,0.917686,0.917686,2017-08-19,24,Maryland
2018-10-05,ME,201839,201733,58,13,3372,22,,,,,,,0.385528,0.385528,2017-08-19,23,Maine
2018-10-05,MI,201839,201733,58,65,14737,53,,,,,,,0.441067,0.441067,2017-08-19,26,Michigan
2018-10-05,MN,201839,201733,58,44,4021,12,,,,,,,1.09426,1.09426,2017-08-19,27,Minnesota
2018-10-05,MO,201839,201733,58,2,2351,15,,,,,,,0.0850702,0.0850702,2017-08-19,29,Missouri
2018-10-05,MS,201839,201733,58,255,16581,41,,,,,,,1.5379,1.5379,2017-08-19,28,Mississippi
2018-10-05,MT,201839,201733,58,0,1994,4,,,,,,,0.0,0.0,2017-08-19,30,Montana
2018-10-05,US,201839,201733,58,5230,590363,1351,1603.0,1691.0,,1097.0,427.0,412.0,0.732049,0.885896,2017-08-19,US,US
2018-10-05,NC,201839,201733,58,14,4661,18,,,,,,,0.300365,0.300365,2017-08-19,37,North Carolina
2018-10-05,ND,201839,201733,58,0,158,1,,,,,,,0.0,0.0,2017-08-19,38,North Dakota
2018-10-05,NE,201839,201733,58,3,1508,8,,,,,,,0.198939,0.198939,2017-08-19,31,Nebraska
2018-10-05,NH,201839,201733,58,9,1483,14,,,,,,,0.606878,0.606878,2017-08-19,33,New Hampshire
2018-10-05,NJ,201839,201733,58,156,13054,28,,,,,,,1.19504,1.19504,2017-08-19,34,New Jersey
2018-10-05,NM,201839,201733,58,84,7191,18,,,,,,,1.16813,1.16813,2017-08-19,35,New Mexico
2018-10-05,NV,201839,201733,58,49,16001,29,,,,,,,0.306231,0.306231,2017-08-19,32,Nevada
2018-10-05,OH,201839,201733,58,43,9929,36,,,,,,,0.433075,0.433075,2017-08-19,39,Ohio
2018-10-05,OK,201839,201733,58,24,4091,16,,,,,,,0.586654,0.586654,2017-08-19,40,Oklahoma
2018-10-05,OR,201839,201733,58,3,2762,6,,,,,,,0.108617,0.108617,2017-08-19,41,Oregon
2018-10-05,PA,201839,201733,58,41,9137,47,,,,,,,0.448725,0.448725,2017-08-19,42,Pennsylvania
2018-10-05,RI,201839,201733,58,0,2445,16,,,,,,,0.0,0.0,2017-08-19,44,Rhode Island
2018-10-05,SC,201839,201733,58,6,3709,10,,,,,,,0.161769,0.161769,2017-08-19,45,South Carolina
2018-10-05,SD,201839,201733,58,29,5200,24,,,,,,,0.557692,0.557692,2017-08-19,46,South Dakota
2018-10-05,TN,201839,201733,58,3,5948,41,,,,,,,0.0504371,0.0504371,2017-08-19,47,Tennessee
2018-10-05,TX,201839,201733,58,206,18665,80,,,,,,,1.10367,1.10367,2017-08-19,48,Texas
2018-10-05,UT,201839,201733,58,42,14969,25,,,,,,,0.28058,0.28058,2017-08-19,49,Utah
2018-10-05,VA,201839,201733,58,384,62326,93,,,,,,,0.616115,0.616115,2017-08-19,51,Virginia
2018-10-05,VT,201839,201733,58,8,1115,5,,,,,,,0.717489,0.717489,2017-08-19,50,Vermont
2018-10-05,WA,201839,201733,58,4,3102,35,,,,,,,0.128949,0.128949,2017-08-19,53,Washington
2018-10-05,WI,201839,201733,58,3,594,14,,,,,,,0.505051,0.505051,2017-08-19,55,Wisconsin
2018-10-05,WV,201839,201733,58,5,7848,22,,,,,,,0.0637105,0.0637105,2017-08-19,54,West Virginia
2018-10-05,WY,201839,201733,58,2,2710,13,,,,,,,0.0738007,0.0738007,2017-08-19,56,Wyoming
2018-10-05,AK,201839,201734,57,11,1464,5,,,,,,,0.751366,0.751366,2017-08-26,02,Alaska
2018-10-05,AL,201839,201734,57,80,4662,13,,,,,,,1.716,1.716,2017-08-26,01,Alabama
2018-10-05,AR,201839,201734,57,24,2296,6,,,,,,,1.0453,1.0453,2017-08-26,05,Arkansas
2018-10-05,AZ,201839,201734,57,476,20199,44,,,,,,,2.35655,2.35655,2017-08-26,04,Arizona
2018-10-05,CA,201839,201734,57,439,38581,70,,,,,,,1.13787,1.13787,2017-08-26,06,California
2018-10-05,CO,201839,201734,57,21,3410,6,,,,,,,0.615836,0.615836,2017-08-26,08,Colorado
2018-10-05,CT,201839,201734,57,0,171,2,,,,,,,0.0,0.0,2017-08-26,09,Connecticut
2018-10-05,DC,201839,201734,57,106,2658,2,,,,,,,3.98796,3.98796,2017-08-26,11,District of Columbia
2018-10-05,DE,201839,201734,57,3,2624,12,,,,,,,0.114329,0.114329,2017-08-26,10,Delaware
2018-10-05,GA,201839,201734,57,767,50653,49,,,,,,,1.51422,1.51422,2017-08-26,13,Georgia
2018-10-05,HI,201839,201734,57,22,1556,14,,,,,,,1.41388,1.41388,2017-08-26,15,Hawaii
2018-10-05,IA,201839,201734,57,0,1939,5,,,,,,,0.0,0.0,2017-08-26,19,Iowa
2018-10-05,ID,201839,201734,57,0,71,1,,,,,,,0.0,0.0,2017-08-26,16,Idaho
2018-10-05,IL,201839,201734,57,263,36584,54,,,,,,,0.718894,0.718894,2017-08-26,17,Illinois
2018-10-05,IN,201839,201734,57,40,3970,15,,,,,,,1.00756,1.00756,2017-08-26,18,Indiana
2018-10-05,KS,201839,201734,57,9,3069,11,,,,,,,0.293255,0.293255,2017-08-26,20,Kansas
2018-10-05,KY,201839,201734,57,6,6692,9,,,,,,,0.0896593,0.0896593,2017-08-26,21,Kentucky
2018-10-05,LA,201839,201734,57,997,54193,93,,,,,,,1.83972,1.83972,2017-08-26,22,Louisiana
2018-10-05,MA,201839,201734,57,84,18834,24,,,,,,,0.446002,0.446002,2017-08-26,25,Massachusetts
2018-10-05,MD,201839,201734,57,38,3949,27,,,,,,,0.962269,0.962269,2017-08-26,24,Maryland
2018-10-05,ME,201839,201734,57,16,3379,22,,,,,,,0.473513,0.473513,2017-08-26,23,Maine
2018-10-05,MI,201839,201734,57,76,14531,53,,,,,,,0.52302,0.52302,2017-08-26,26,Michigan
2018-10-05,MN,201839,201734,57,33,4480,11,,,,,,,0.736607,0.736607,2017-08-26,27,Minnesota
2018-10-05,MO,201839,201734,57,3,3154,16,,,,,,,0.0951173,0.0951173,2017-08-26,29,Missouri
2018-10-05,MS,201839,201734,57,543,18652,44,,,,,,,2.91122,2.91122,2017-08-26,28,Mississippi
2018-10-05,MT,201839,201734,57,0,2164,4,,,,,,,0.0,0.0,2017-08-26,30,Montana
2018-10-05,US,201839,201734,57,6682,632771,1382,1977.0,2556.0,,1261.0,474.0,414.0,0.911641,1.05599,2017-08-26,US,US
2018-10-05,NC,201839,201734,57,7,4865,19,,,,,,,0.143885,0.143885,2017-08-26,37,North Carolina
2018-10-05,ND,201839,201734,57,0,118,1,,,,,,,0.0,0.0,2017-08-26,38,North Dakota
2018-10-05,NE,201839,201734,57,12,1234,8,,,,,,,0.972447,0.972447,2017-08-26,31,Nebraska
2018-10-05,NH,201839,201734,57,7,1624,14,,,,,,,0.431034,0.431034,2017-08-26,33,New Hampshire
2018-10-05,NJ,201839,201734,57,197,14237,29,,,,,,,1.38372,1.38372,2017-08-26,34,New Jersey
2018-10-05,NM,201839,201734,57,94,6922,18,,,,,,,1.35799,1.35799,2017-08-26,35,New Mexico
2018-10-05,NV,201839,201734,57,54,19051,30,,,,,,,0.28345,0.28345,2017-08-26,32,Nevada
2018-10-05,OH,201839,201734,57,50,10274,37,,,,,,,0.486665,0.486665,2017-08-26,39,Ohio
2018-10-05,OK,201839,201734,57,14,2613,14,,,,,,,0.535783,0.535783,2017-08-26,40,Oklahoma
2018-10-05,OR,201839,201734,57,6,2316,6,,,,,,,0.259067,0.259067,2017-08-26,41,Oregon
2018-10-05,PA,201839,201734,57,46,10888,47,,,,,,,0.422483,0.422483,2017-08-26,42,Pennsylvania
2018-10-05,RI,201839,201734,57,0,2401,15,,,,,,,0.0,0.0,2017-08-26,44,Rhode Island
2018-10-05,SC,201839,201734,57,3,4115,10,,,,,,,0.072904,0.072904,2017-08-26,45,South Carolina
2018-10-05,SD,201839,201734,57,26,5106,24,,,,,,,0.509205,0.509205,2017-08-26,46,South Dakota
2018-10-05,TN,201839,201734,57,10,7996,48,,,,,,,0.125063,0.125063,2017-08-26,47,Tennessee
2018-10-05,TX,201839,201734,57,347,18354,77,,,,,,,1.8906,1.8906,2017-08-26,48,Texas
2018-10-05,UT,201839,201734,57,47,14909,26,,,,,,,0.315246,0.315246,2017-08-26,49,Utah
2018-10-05,VA,201839,201734,57,407,68347,98,,,,,,,0.595491,0.595491,2017-08-26,51,Virginia
2018-10-05,VT,201839,201734,57,10,1119,5,,,,,,,0.893655,0.893655,2017-08-26,50,Vermont
2018-10-05,WA,201839,201734,57,8,3400,24,,,,,,,0.235294,0.235294,2017-08-26,53,Washington
2018-10-05,WI,201839,201734,57,9,2562,20,,,,,,,0.351288,0.351288,2017-08-26,55,Wisconsin
2018-10-05,WV,201839,201734,57,6,8364,22,,,,,,,0.071736,0.071736,2017-08-26,54,West Virginia
2018-10-05,WY,201839,201734,57,7,2620,14,,,,,,,0.267176,0.267176,2017-08-26,56,Wyoming
2018-10-05,AK,201839,201735,56,15,1445,5,,,,,,,1.03806,1.03806,2017-09-02,02,Alaska
2018-10-05,AL,201839,201735,56,73,4725,11,,,,,,,1.54497,1.54497,2017-09-02,01,Alabama
2018-10-05,AR,201839,201735,56,38,2533,6,,,,,,,1.5002,1.5002,2017-09-02,05,Arkansas
2018-10-05,AZ,201839,201735,56,391,19953,43,,,,,,,1.95961,1.95961,2017-09-02,04,Arizona
2018-10-05,CA,201839,201735,56,506,42205,72,,,,,,,1.19891,1.19891,2017-09-02,06,California
2018-10-05,CO,201839,201735,56,37,3532,6,,,,,,,1.04757,1.04757,2017-09-02,08,Colorado
2018-10-05,CT,201839,201735,56,2,1253,4,,,,,,,0.159617,0.159617,2017-09-02,09,Connecticut
2018-10-05,DC,201839,201735,56,174,3029,2,,,,,,,5.74447,5.74447,2017-09-02,11,District of Columbia
2018-10-05,DE,201839,201735,56,0,2711,12,,,,,,,0.0,0.0,2017-09-02,10,Delaware
2018-10-05,GA,201839,201735,56,809,50802,49,,,,,,,1.59246,1.59246,2017-09-02,13,Georgia
2018-10-05,HI,201839,201735,56,24,1234,14,,,,,,,1.94489,1.94489,2017-09-02,15,Hawaii
2018-10-05,IA,201839,201735,56,1,2042,5,,,,,,,0.0489716,0.0489716,2017-09-02,19,Iowa
2018-10-05,ID,201839,201735,56,0,104,1,,,,,,,0.0,0.0,2017-09-02,16,Idaho
2018-10-05,IL,201839,201735,56,299,38072,53,,,,,,,0.785354,0.785354,2017-09-02,17,Illinois
2018-10-05,IN,201839,201735,56,44,4312,17,,,,,,,1.02041,1.02041,2017-09-02,18,Indiana
2018-10-05,KS,201839,201735,56,0,2886,9,,,,,,,0.0,0.0,2017-09-02,20,Kansas
2018-10-05,KY,201839,201735,56,24,7249,9,,,,,,,0.33108,0.33108,2017-09-02,21,Kentucky
2018-10-05,LA,201839,201735,56,1041,50273,90,,,,,,,2.07069,2.07069,2017-09-02,22,Louisiana
2018-10-05,MA,201839,201735,56,69,17463,22,,,,,,,0.395121,0.395121,2017-09-02,25,Massachusetts
2018-10-05,MD,201839,201735,56,48,4047,27,,,,,,,1.18606,1.18606,2017-09-02,24,Maryland
2018-10-05,ME,201839,201735,56,16,3499,23,,,,,,,0.457274,0.457274,2017-09-02,23,Maine
2018-10-05,MI,201839,201735,56,105,14448,58,,,,,,,0.726744,0.726744,2017-09-02,26,Michigan
2018-10-05,MN,201839,201735,56,30,4814,13,,,,,,,0.623182,0.623182,2017-09-02,27,Minnesota
2018-10-05,MO,201839,201735,56,3,3231,16,,,,,,,0.0928505,0.0928505,2017-09-02,29,Missouri
2018-10-05,MS,201839,201735,56,526,15467,41,,,,,,,3.40079,3.40079,2017-09-02,28,Mississippi
2018-10-05,MT,201839,201735,56,0,2529,4,,,,,,,0.0,0.0,2017-09-02,30,Montana
2018-10-05,US,201839,201735,56,7133,638196,1371,2076.0,2726.0,,1302.0,526.0,503.0,1.02105,1.11768,2017-09-02,US,US
2018-10-05,NC,201839,201735,56,26,4951,17,,,,,,,0.525146,0.525146,2017-09-02,37,North Carolina
2018-10-05,ND,201839,201735,56,1,121,1,,,,,,,0.826446,0.826446,2017-09-02,38,North Dakota
2018-10-05,NE,201839,201735,56,9,1334,7,,,,,,,0.674663,0.674663,2017-09-02,31,Nebraska
2018-10-05,NH,201839,201735,56,6,2089,14,,,,,,,0.287219,0.287219,2017-09-02,33,New Hampshire
2018-10-05,NJ,201839,201735,56,158,14738,29,,,,,,,1.07206,1.07206,2017-09-02,34,New Jersey
2018-10-05,NM,201839,201735,56,119,6090,15,,,,,,,1.95402,1.95402,2017-09-02,35,New Mexico
2018-10-05,NV,201839,201735,56,79,17287,30,,,,,,,0.456991,0.456991,2017-09-02,32,Nevada
2018-10-05,OH,201839,201735,56,83,11418,36,,,,,,,0.726922,0.726922,2017-09-02,39,Ohio
2018-10-05,OK,201839,201735,56,15,3635,15,,,,,,,0.412655,0.412655,2017-09-02,40,Oklahoma
2018-10-05,OR,201839,201735,56,12,2489,6,,,,,,,0.482121,0.482121,2017-09-02,41,Oregon
2018-10-05,PA,201839,201735,56,60,10310,47,,,,,,,0.581959,0.581959,2017-09-02,42,Pennsylvania
2018-10-05,RI,201839,201735,56,3,2989,15,,,,,,,0.100368,0.100368,2017-09-02,44,Rhode Island
2018-10-05,SC,201839,201735,56,17,4326,10,,,,,,,0.392973,0.392973,2017-09-02,45,South Carolina
2018-10-05,SD,201839,201735,56,45,5156,25,,,,,,,0.87277,0.87277,2017-09-02,46,South Dakota
2018-10-05,TN,201839,201735,56,12,8847,45,,,,,,,0.135639,0.135639,2017-09-02,47,Tennessee
2018-10-05,TX,201839,201735,56,331,17467,76,,,,,,,1.895,1.895,2017-09-02,48,Texas
2018-10-05,UT,201839,201735,56,53,15635,27,,,,,,,0.338983,0.338983,2017-09-02,49,Utah
2018-10-05,VA,201839,201735,56,405,66757,97,,,,,,,0.606678,0.606678,2017-09-02,51,Virginia
2018-10-05,VT,201839,201735,56,11,1073,5,,,,,,,1.02516,1.02516,2017-09-02,50,Vermont
2018-10-05,WA,201839,201735,56,13,7313,27,,,,,,,0.177766,0.177766,2017-09-02,53,Washington
2018-10-05,WI,201839,201735,56,10,2956,20,,,,,,,0.338295,0.338295,2017-09-02,55,Wisconsin
2018-10-05,WV,201839,201735,56,21,9062,23,,,,,,,0.231737,0.231737,2017-09-02,54,West Virginia
2018-10-05,WY,201839,201735,56,11,2621,13,,,,,,,0.419687,0.419687,2017-09-02,56,Wyoming
2018-10-05,AK,201839,201736,55,23,1437,5,,,,,,,1.60056,1.60056,2017-09-09,02,Alaska
2018-10-05,AL,201839,201736,55,87,5084,16,,,,,,,1.71125,1.71125,2017-09-09,01,Alabama
2018-10-05,AR,201839,201736,55,19,2331,6,,,,,,,0.815101,0.815101,2017-09-09,05,Arkansas
2018-10-05,AZ,201839,201736,55,225,14632,37,,,,,,,1.53773,1.53773,2017-09-09,04,Arizona
2018-10-05,CA,201839,201736,55,490,38255,74,,,,,,,1.28088,1.28088,2017-09-09,06,California
2018-10-05,CO,201839,201736,55,36,3021,6,,,,,,,1.19166,1.19166,2017-09-09,08,Colorado
2018-10-05,CT,201839,201736,55,0,1202,3,,,,,,,0.0,0.0,2017-09-09,09,Connecticut
2018-10-05,DC,201839,201736,55,162,2675,2,,,,,,,6.05607,6.05607,2017-09-09,11,District of Columbia
2018-10-05,DE,201839,201736,55,2,2025,12,,,,,,,0.0987654,0.0987654,2017-09-09,10,Delaware
2018-10-05,GA,201839,201736,55,822,50099,49,,,,,,,1.64075,1.64075,2017-09-09,13,Georgia
2018-10-05,HI,201839,201736,55,28,1075,14,,,,,,,2.60465,2.60465,2017-09-09,15,Hawaii
2018-10-05,IA,201839,201736,55,1,1714,5,,,,,,,0.0583431,0.0583431,2017-09-09,19,Iowa
2018-10-05,ID,201839,201736,55,0,84,1,,,,,,,0.0,0.0,2017-09-09,16,Idaho
2018-10-05,IL,201839,201736,55,354,35752,55,,,,,,,0.990154,0.990154,2017-09-09,17,Illinois
2018-10-05,IN,201839,201736,55,49,3809,17,,,,,,,1.28643,1.28643,2017-09-09,18,Indiana
2018-10-05,KS,201839,201736,55,5,2607,9,,,,,,,0.191791,0.191791,2017-09-09,20,Kansas
2018-10-05,KY,201839,201736,55,14,6432,8,,,,,,,0.217662,0.217662,2017-09-09,21,Kentucky
2018-10-05,LA,201839,201736,55,1123,54284,90,,,,,,,2.06875,2.06875,2017-09-09,22,Louisiana
2018-10-05,MA,201839,201736,55,72,17292,24,,,,,,,0.416378,0.416378,2017-09-09,25,Massachusetts
2018-10-05,MD,201839,201736,55,56,3845,27,,,,,,,1.45644,1.45644,2017-09-09,24,Maryland
2018-10-05,ME,201839,201736,55,11,3135,23,,,,,,,0.350877,0.350877,2017-09-09,23,Maine
2018-10-05,MI,201839,201736,55,149,15924,58,,,,,,,0.935695,0.935695,2017-09-09,26,Michigan
2018-10-05,MN,201839,201736,55,9,1585,7,,,,,,,0.567823,0.567823,2017-09-09,27,Minnesota
2018-10-05,MO,201839,201736,55,12,3096,16,,,,,,,0.387597,0.387597,2017-09-09,29,Missouri
2018-10-05,MS,201839,201736,55,377,17266,45,,,,,,,2.18348,2.18348,2017-09-09,28,Mississippi
2018-10-05,MT,201839,201736,55,0,2085,4,,,,,,,0.0,0.0,2017-09-09,30,Montana
2018-10-05,US,201839,201736,55,7073,621296,1386,2074.0,2488.0,,1369.0,587.0,555.0,1.09335,1.13843,2017-09-09,US,US
2018-10-05,NC,201839,201736,55,35,4459,18,,,,,,,0.784929,0.784929,2017-09-09,37,North Carolina
2018-10-05,ND,201839,201736,55,1,106,1,,,,,,,0.943396,0.943396,2017-09-09,38,North Dakota
2018-10-05,NE,201839,201736,55,8,617,6,,,,,,,1.2966,1.2966,2017-09-09,31,Nebraska
2018-10-05,NH,201839,201736,55,5,1769,13,,,,,,,0.282646,0.282646,2017-09-09,33,New Hampshire
2018-10-05,NJ,201839,201736,55,182,14574,29,,,,,,,1.2488,1.2488,2017-09-09,34,New Jersey
2018-10-05,NM,201839,201736,55,83,5882,14,,,,,,,1.41108,1.41108,2017-09-09,35,New Mexico
2018-10-05,NV,201839,201736,55,71,15303,29,,,,,,,0.463961,0.463961,2017-09-09,32,Nevada
2018-10-05,OH,201839,201736,55,73,9507,36,,,,,,,0.767855,0.767855,2017-09-09,39,Ohio
2018-10-05,OK,201839,201736,55,28,3776,15,,,,,,,0.741525,0.741525,2017-09-09,40,Oklahoma
2018-10-05,OR,201839,201736,55,1,1752,5,,,,,,,0.0570776,0.0570776,2017-09-09,41,Oregon
2018-10-05,PA,201839,201736,55,60,11574,48,,,,,,,0.518403,0.518403,2017-09-09,42,Pennsylvania
2018-10-05,RI,201839,201736,55,0,3343,16,,,,,,,0.0,0.0,2017-09-09,44,Rhode Island
2018-10-05,SC,201839,201736,55,37,3973,10,,,,,,,0.931286,0.931286,2017-09-09,45,South Carolina
2018-10-05,SD,201839,201736,55,33,4427,25,,,,,,,0.745426,0.745426,2017-09-09,46,South Dakota
2018-10-05,TN,201839,201736,55,30,9219,51,,,,,,,0.325415,0.325415,2017-09-09,47,Tennessee
2018-10-05,TX,201839,201736,55,371,18375,75,,,,,,,2.01905,2.01905,2017-09-09,48,Texas
2018-10-05,UT,201839,201736,55,51,14579,27,,,,,,,0.349818,0.349818,2017-09-09,49,Utah
2018-10-05,VA,201839,201736,55,534,74652,108,,,,,,,0.715319,0.715319,2017-09-09,51,Virginia
2018-10-05,VT,201839,201736,55,10,1047,5,,,,,,,0.95511,0.95511,2017-09-09,50,Vermont
2018-10-05,WA,201839,201736,55,16,7120,27,,,,,,,0.224719,0.224719,2017-09-09,53,Washington
2018-10-05,WI,201839,201736,55,12,2935,19,,,,,,,0.408859,0.408859,2017-09-09,55,Wisconsin
2018-10-05,WV,201839,201736,55,28,7690,22,,,,,,,0.364109,0.364109,2017-09-09,54,West Virginia
2018-10-05,WY,201839,201736,55,18,2312,13,,,,,,,0.778547,0.778547,2017-09-09,56,Wyoming
2018-10-05,AK,201839,201737,54,28,1456,5,,,,,,,1.92308,1.92308,2017-09-16,02,Alaska
2018-10-05,AL,201839,201737,54,74,4249,14,,,,,,,1.74159,1.74159,2017-09-16,01,Alabama
2018-10-05,AR,201839,201737,54,24,2701,7,,,,,,,0.88856,0.88856,2017-09-16,05,Arkansas
2018-10-05,AZ,201839,201737,54,334,15627,42,,,,,,,2.13733,2.13733,2017-09-16,04,Arizona
2018-10-05,CA,201839,201737,54,652,42146,78,,,,,,,1.547,1.547,2017-09-16,06,California
2018-10-05,CO,201839,201737,54,145,43898,42,,,,,,,0.330311,0.330311,2017-09-16,08,Colorado
2018-10-05,CT,201839,201737,54,5,1909,4,,,,,,,0.261917,0.261917,2017-09-16,09,Connecticut
2018-10-05,DC,201839,201737,54,174,3426,2,,,,,,,5.07881,5.07881,2017-09-16,11,District of Columbia
2018-10-05,DE,201839,201737,54,0,2734,12,,,,,,,0.0,0.0,2017-09-16,10,Delaware
2018-10-05,GA,201839,201737,54,784,46263,50,,,,,,,1.69466,1.69466,2017-09-16,13,Georgia
2018-10-05,HI,201839,201737,54,29,1603,16,,,,,,,1.80911,1.80911,2017-09-16,15,Hawaii
2018-10-05,IA,201839,201737,54,0,2308,5,,,,,,,0.0,0.0,2017-09-16,19,Iowa
2018-10-05,ID,201839,201737,54,0,264,1,,,,,,,0.0,0.0,2017-09-16,16,Idaho
2018-10-05,IL,201839,201737,54,476,39552,56,,,,,,,1.20348,1.20348,2017-09-16,17,Illinois
2018-10-05,IN,201839,201737,54,47,3723,16,,,,,,,1.26242,1.26242,2017-09-16,18,Indiana
2018-10-05,KS,201839,201737,54,1,2728,8,,,,,,,0.0366569,0.0366569,2017-09-16,20,Kansas
2018-10-05,KY,201839,201737,54,25,7324,9,,,,,,,0.341344,0.341344,2017-09-16,21,Kentucky
2018-10-05,LA,201839,201737,54,1097,53138,90,,,,,,,2.06444,2.06444,2017-09-16,22,Louisiana
2018-10-05,MA,201839,201737,54,114,20531,24,,,,,,,0.555258,0.555258,2017-09-16,25,Massachusetts
2018-10-05,MD,201839,201737,54,55,5518,28,,,,,,,0.996738,0.996738,2017-09-16,24,Maryland
2018-10-05,ME,201839,201737,54,18,3695,23,,,,,,,0.487145,0.487145,2017-09-16,23,Maine
2018-10-05,MI,201839,201737,54,167,19049,58,,,,,,,0.876686,0.876686,2017-09-16,26,Michigan
2018-10-05,MN,201839,201737,54,63,6283,16,,,,,,,1.00271,1.00271,2017-09-16,27,Minnesota
2018-10-05,MO,201839,201737,54,18,3638,16,,,,,,,0.494777,0.494777,2017-09-16,29,Missouri
2018-10-05,MS,201839,201737,54,352,18542,43,,,,,,,1.89839,1.89839,2017-09-16,28,Mississippi
2018-10-05,MT,201839,201737,54,0,2227,3,,,,,,,0.0,0.0,2017-09-16,30,Montana
2018-10-05,US,201839,201737,54,8317,733316,1486,2375.0,2947.0,,1658.0,709.0,628.0,1.09515,1.13416,2017-09-16,US,US
2018-10-05,NC,201839,201737,54,39,5498,19,,,,,,,0.709349,0.709349,2017-09-16,37,North Carolina
2018-10-05,ND,201839,201737,54,0,128,1,,,,,,,0.0,0.0,2017-09-16,38,North Dakota
2018-10-05,NE,201839,201737,54,6,1418,7,,,,,,,0.423131,0.423131,2017-09-16,31,Nebraska
2018-10-05,NH,201839,201737,54,15,2082,13,,,,,,,0.720461,0.720461,2017-09-16,33,New Hampshire
2018-10-05,NJ,201839,201737,54,414,26050,40,,,,,,,1.58925,1.58925,2017-09-16,34,New Jersey
2018-10-05,NM,201839,201737,54,113,7012,17,,,,,,,1.61152,1.61152,2017-09-16,35,New Mexico
2018-10-05,NV,201839,201737,54,78,17003,29,,,,,,,0.458743,0.458743,2017-09-16,32,Nevada
2018-10-05,OH,201839,201737,54,86,11295,36,,,,,,,0.761399,0.761399,2017-09-16,39,Ohio
2018-10-05,OK,201839,201737,54,35,3838,16,,,,,,,0.911933,0.911933,2017-09-16,40,Oklahoma
2018-10-05,OR,201839,201737,54,22,2858,7,,,,,,,0.769769,0.769769,2017-09-16,41,Oregon
2018-10-05,PA,201839,201737,54,75,13045,46,,,,,,,0.574933,0.574933,2017-09-16,42,Pennsylvania
2018-10-05,RI,201839,201737,54,5,4598,16,,,,,,,0.108743,0.108743,2017-09-16,44,Rhode Island
2018-10-05,SC,201839,201737,54,48,3900,9,,,,,,,1.23077,1.23077,2017-09-16,45,South Carolina
2018-10-05,SD,201839,201737,54,47,5096,25,,,,,,,0.922292,0.922292,2017-09-16,46,South Dakota
2018-10-05,TN,201839,201737,54,38,9373,47,,,,,,,0.40542,0.40542,2017-09-16,47,Tennessee
2018-10-05,TX,201839,201737,54,477,24631,92,,,,,,,1.93658,1.93658,2017-09-16,48,Texas
2018-10-05,UT,201839,201737,54,45,12919,31,,,,,,,0.348324,0.348324,2017-09-16,49,Utah
2018-10-05,VA,201839,201737,54,562,82569,117,,,,,,,0.680643,0.680643,2017-09-16,51,Virginia
2018-10-05,VT,201839,201737,54,9,1164,5,,,,,,,0.773196,0.773196,2017-09-16,50,Vermont
2018-10-05,WA,201839,201737,54,16,7148,27,,,,,,,0.223839,0.223839,2017-09-16,53,Washington
2018-10-05,WI,201839,201737,54,77,5867,21,,,,,,,1.31243,1.31243,2017-09-16,55,Wisconsin
2018-10-05,WV,201839,201737,54,33,8605,23,,,,,,,0.383498,0.383498,2017-09-16,54,West Virginia
2018-10-05,WY,201839,201737,54,11,2670,13,,,,,,,0.411985,0.411985,2017-09-16,56,Wyoming
2018-10-05,AK,201839,201738,53,29,1427,5,,,,,,,2.03224,2.03224,2017-09-23,02,Alaska
2018-10-05,AL,201839,201738,53,83,5179,17,,,,,,,1.60263,1.60263,2017-09-23,01,Alabama
2018-10-05,AR,201839,201738,53,17,2622,7,,,,,,,0.64836,0.64836,2017-09-23,05,Arkansas
2018-10-05,AZ,201839,201738,53,212,12616,36,,,,,,,1.68041,1.68041,2017-09-23,04,Arizona
2018-10-05,CA,201839,201738,53,621,40827,71,,,,,,,1.52105,1.52105,2017-09-23,06,California
2018-10-05,CO,201839,201738,53,103,23463,42,,,,,,,0.438989,0.438989,2017-09-23,08,Colorado
2018-10-05,CT,201839,201738,53,2,1730,4,,,,,,,0.115607,0.115607,2017-09-23,09,Connecticut
2018-10-05,DC,201839,201738,53,155,3064,2,,,,,,,5.05875,5.05875,2017-09-23,11,District of Columbia
2018-10-05,DE,201839,201738,53,0,2946,12,,,,,,,0.0,0.0,2017-09-23,10,Delaware
2018-10-05,GA,201839,201738,53,794,50106,49,,,,,,,1.58464,1.58464,2017-09-23,13,Georgia
2018-10-05,HI,201839,201738,53,24,1499,15,,,,,,,1.60107,1.60107,2017-09-23,15,Hawaii
2018-10-05,IA,201839,201738,53,0,2310,5,,,,,,,0.0,0.0,2017-09-23,19,Iowa
2018-10-05,ID,201839,201738,53,0,298,1,,,,,,,0.0,0.0,2017-09-23,16,Idaho
2018-10-05,IL,201839,201738,53,469,39632,57,,,,,,,1.18339,1.18339,2017-09-23,17,Illinois
2018-10-05,IN,201839,201738,53,48,3873,15,,,,,,,1.23935,1.23935,2017-09-23,18,Indiana
2018-10-05,KS,201839,201738,53,20,2907,8,,,,,,,0.687994,0.687994,2017-09-23,20,Kansas
2018-10-05,KY,201839,201738,53,28,7354,9,,,,,,,0.380745,0.380745,2017-09-23,21,Kentucky
2018-10-05,LA,201839,201738,53,1082,54251,91,,,,,,,1.99443,1.99443,2017-09-23,22,Louisiana
